,retorno
2023-03-20,0.0045
2023-03-27,0.0316
2023-04-03,0.0083
2023-04-10,0.0561
2023-04-17,-0.0085
2023-04-24,-0.0309
2023-05-02,0.0496
2023-05-08,0.0300
2023-05-15,-0.0031
2023-05-22,0.0178
2023-05-29,0.0010
2023-06-05,0.0373
2023-06-12,0.0214
2023-06-19,0.0044
2023-06-26,0.0166
2023-07-03,-0.0090
2023-07-10,-0.0019
2023-07-17,0.0147
2023-07-24,-0.0000
2023-07-31,-0.0118
2023-08-07,-0.0129
2023-08-14,-0.0310
2023-08-21,0.0316
2023-08-28,-0.0151
2023-09-04,-0.0003
2023-09-11,0.0175
2023-09-18,-0.0179
2023-09-25,-0.0072
2023-10-02,0.0073
2023-10-09,0.0085
2023-10-16,-0.0185
2023-10-23,-0.0139
2023-10-30,0.0538
2023-11-06,0.0178
2023-11-13,0.0281
2023-11-20,-0.0043
2023-11-27,0.0227
2023-12-04,0.0080
2023-12-11,0.0309
2023-12-18,0.0192
2023-12-26,-0.0091
2024-01-02,0.0032
2024-01-08,0.0004
2024-01-15,-0.0312
2024-01-22,0.0033
2024-01-29,0.0050
2024-02-05,0.0038
2024-02-14,0.0063
2024-02-19,0.0056
2024-02-26,-0.0186
2024-03-04,0.0056
2024-03-11,0.0011
2024-03-18,-0.0116
2024-03-25,-0.0041
